UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,score
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,0,0.15837137373482285
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,0,0.16278201502643158
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,0,0.14280380780716334
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,0.15348898370344777
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,0,0.14271374121418434
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,0,0.1352048481843383
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,0,0.15129700699984355
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,0,0.10864314581358059
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,0.01588667738990779
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,0,0.15108744773585375
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,0,0.14451801314601792
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,0,0.11682207814395423
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,0.1562035557564077
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,0,0.16349937196643277
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,0,0.11751860261735181
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,0,0.018910135307923737
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,0,0.14426007240817984
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,0,0.1542370136384973
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,0,0.11716138909600043
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,0,0.16097352321643182
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,0.16394056824550146
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,0,0.16275388405037472
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,0,0.1483939070060229
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,0,0.11398927798776526
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,0,0.09633254423998688
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,0,0.12415525131468697
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,0,0.11948943592818673
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,0,0.12248368297795531
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,0,0.15344005295292412
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,0,0.1347284615842982
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,0.14243178046491517
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,0,0.1355449597940666
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,0,0.14226120852341984
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,0,0.12099919725214348
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,0,0.14610746763503274
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,0,0.10238664075338966
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,0,0.14162874881747417
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,0,0.08413653717346614
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,0.101463308841784
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,0.0899204488337143
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,0,0.10014928853527744
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,0,0.06993168784935677
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,0,0.10616130387724793
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,0,0.09004865183393851
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,0,0.11381305552962712
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,0,0.05980187179439245
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,0,0.08430740587814478
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,0,0.12474505259239993
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,0,0.09097791104391184
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,0,0.12828119581210007
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,0,0.12019964282006196
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,0,0.13063856819378383
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,0,0.12179203518635562
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,0,0.12894599235610926
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,0,0.14117402447108668
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,0,0.1488476858246049
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,0,0.1265012649909707
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,0,0.13419252964721945
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,0.13715147795835764
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,0,0.13569754818100194
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,0,0.14645156685154637
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,0.12384782176841153
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,0,0.12536990020658323
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,0,0.13480987637544312
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,0,0.1382379294436465
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,0.1486300601470082
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,0,0.1475650469036473
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,0,0.14341253641648827
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,0,0.15236071896947828
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,0.1386916900034677
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,0.13496830092168877
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,0.14985378550179107
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,0.1227583627247879
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,0,0.10209258059566262
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,0,0.15542780977307685
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,0,0.15255539006596913
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,0,0.1602145367812896
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,0,0.14753831254839134
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,0,0.13616277686427292
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,0,0.14330980210090877
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,0,0.13417827980722907
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,0,0.15521409358440447
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,0,0.1579329313894418
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,0,0.1527920848280866
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,0,0.13351245658752958
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,0,0.12731574579638866
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,0,0.09880710869506448
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,0,0.09320226006938848
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,0,0.15652594001862813
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,0,0.12653173767238618
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,0,0.09466423393302298
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,0,0.11466259016075298
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,0,0.16052125856529498
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,0,0.11902965872394028
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,0,0.05777535534717326
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,0,0.15242289110671797
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,0,0.12949505788499788
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,0,0.15336762051346636
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,0,0.1608421601429954
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,0,0.1641144052126155
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,0,0.12227181221591793
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,0,0.15827415558050162
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,0,0.13926682031612225
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,0,0.15497836031169876
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,0,0.09300135558389788
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,0,0.14783331006822836
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,0,0.12808442950122606
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,0,0.11334179444108611
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,0,0.12310690478841951
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,0,0.047911276515482215
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,0,0.09599146982564555
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,0,0.0753047770645412
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,0,0.12216815747574195
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,0,0.12359040744655314
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,0,0.13750758433343346
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,0,0.1367200207475392
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,0,0.1321240041550042
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,0,0.13604400151132312
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,0,0.11866195653164796
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,0,0.11379534220268961
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,0,0.10909142683084444
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,0,0.12099386682006147
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,0,0.10761227026621739
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,0,0.08927612346623526
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,0,0.10320838731131593
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,0,0.07612607448341024
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,0,0.09310387721835273
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,0,0.07270472497961211
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,0,0.12466024994869646
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,0,0.12607012161600684
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,0,0.09889408320388865
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,0,0.13301160620448688
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,0,0.14430350727315322
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,0,0.1347876179942838
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,0,0.011276175455145476
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,0,0.14044086257448601
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,0,0.1504067599255134
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,0,0.15189241461547026
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,0,0.0722614590610614
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,0,0.1502437550596883
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,0,0.15242851256846718
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,0,0.1365905178830929
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,0,0.13988449055189717
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,0,0.1080071371881155
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,0,0.13592720532837754
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,0,0.1329624206747454
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,0,0.13933018837803113
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,0,0.07270373770755278
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,0,0.15144771326141399
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,0,0.14793971226189512
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,0,0.09813635189364561
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,0,0.15375753295245115
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,0,0.08507088757861903
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,0,0.1450333949198151
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,0,0.1432094363727741
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,0,0.1546736748188769
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,0,0.15348509775993197
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,0,0.1336226342921673
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,0,0.1497353033539397
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,0,0.14735137185188418
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,0,0.10287262543567405
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,0,0.13837420234605252
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,0,0.09051878441355798
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,0,0.15730284251208454
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,0,0.15972748088152217
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,0,0.1581948313358143
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,0,0.14963496041875757
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,0,0.15625890429129924
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,0,0.15126034849650782
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,0,0.15794806315279664
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,0,0.14373653088141736
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,0,0.1360268580527022
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,0,0.14187406917696577
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,0,0.15417182580625227
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,0,0.15231472923445527
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,0,0.15380971807533467
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,0,0.1501599226411146
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,0,0.1347930793735233
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,0,0.14420862642048826
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,0,0.1491313692131559
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,0,0.15526589384838002
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,0,0.06804465750137512
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,0,0.08594446086849339
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,0,0.13881660501506027
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,0,0.1464495189509017
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,0,0.13864632477095123
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,0,0.08417591014962411
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,0,0.1360011069278037
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,0,0.12254983982974083
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,0,0.1354766250916255
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,0,0.13153249251436466
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,0,0.12548994899602484
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,0,0.09197588842085808
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,0,0.13101113935176367
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,0,0.1317750900724936
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,0,0.12943486703632673
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,0,0.1349251094150889
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,0,0.10140167429914893
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,0,0.12261272374619153
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,0,0.12759207055689087
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,0,0.1192506346120833
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,0,0.09719053079342171
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,0,0.10468224061487108
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,0,0.049623059876584885
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,0,0.09312126224260936
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,0,0.0824053795793982
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,0,0.10193317840720062
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,0,0.11845201374001835
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,0,0.1103818379708007
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,0,0.12093127744018273
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,0,0.12247602209706876
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,0,0.051060173956597676
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,0,0.12956497342134116
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,0,0.13195025133413818
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,0,0.14532536524179368
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,0,0.13227159683797202
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,0,0.13212313809541892
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,0,0.11816772304567658
516,L47695,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,0,0.10803214851030762
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,0,0.10894331868577922
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,0,0.08579120000337492
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,0,0.0350401320564655
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,0,0.015373578464231707
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,0,0.13285871122427506
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,0,0.143092091361876
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,0,0.1483189534525557
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,0,0.13021100903414562
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,0,0.1265104764517811
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,0,0.14082748690686997
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,0,0.12733913266763597
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,0,0.13562577915251095
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,0,0.14571807002469234
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,0,0.1466993849239508
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,0,0.1171055583624156
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,0,0.14511979707615685
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,0,0.1497870357552596
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,0,0.12606994424964268
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,0,0.13406568695444715
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,0,0.11872093530528516
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,0,0.09018402628672306
538,H29951,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,0,0.15356431545215954
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,0,0.14806111309545844
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,0,0.08979897964837713
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,0,0.1472640970934725
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,0,0.0966105524305263
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,0,0.08685059572459886
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,0,0.14837002349895934
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,0,0.08717550060353751
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,0,0.05891156552652721
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,0,0.0889296381833714
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,0,0.1614098872000207
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,0,0.11538170488930555
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,0,0.15529534589224003
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,0,0.11993746610086997
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,0,0.08715751460680277
553,M15412,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,0,0.13742326796888765
554,M15413,M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,0,0.14789635734995576
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,0,0.13874732750958796
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,0,0.14918590026355577
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,0,0.12796662476218718
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,0,0.1444718076541241
559,L47738,L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,0,0.13280072657610376
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,0,0.15613846376744706
561,L47740,L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,0,0.09141866626142581
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,0,0.13191600331625475
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,0,0.14403481984625172
564,L47743,L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,0,0.15043664607841928
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,0,0.13595995863481364
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,0,0.14417917785484868
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,0,0.14270703126900341
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,0,0.12988607276274172
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,0,0.04856931928451469
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,0,0.1349755143265451
571,L47750,L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,0,0.14672286525557304
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,0,0.12304677162956723
573,L47752,L,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,0,0.11687368498080908
574,L47753,L,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,0,0.1382852409567834
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,0,0.1417394706344367
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,0,0.10857012368181024
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,0,0.12394873847274424
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,0,0.1307145301779119
579,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,0,0.13034059715932794
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,0,0.11026200903926836
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,0,0.06081753687676328
582,L47761,L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,0,0.11285713491768284
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,0,0.09368804164598715
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,0,0.09838900795333377
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,0,0.09626204225328161
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,0,0.06725794213534209
